文件名,事件名称,场景,时间,天气,秃秃情绪,人类情绪,标签,描述,原始Prompt
情绪互动-给你一个大大的拥抱.mp4,给你一个大大的拥抱,人类世界,不限,不限,开心,抱抱/需要拥抱/抱一下/好想被抱,抱抱 需要拥抱 抱一下 好想被抱 拥抱,秃秃张开手朝你扑过来，整个贴在镜头上,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃面对镜头。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃站在镜头前——两只小短手在身前比划试着合成心形。手太短了合不上——歪歪扭扭的（好奇努力比心→紧张手太短合不上）。音效：小手碰声。

3-7s（中景｜固定）：秃秃换方式——一只手比半个心等另一只凑过来。duang碰上了——一个歪心形举到镜头前面。它得意地举着（换方式→歪心完成→举起来得意）。音效：手碰duang声。

7-10s（中景｜固定）：手抖撑不住——心形散了。秃秃不管了直接开心张开手朝镜头扑过来——整个人贴到镜头上（心散了→直接扑过来→贴着镜头）。音效：扑过来噗声。

10-13s（中景｜固定）：秃秃贴着镜头——只看到它圆圆的大脸和亮亮的眼睛。画面定格（笑着（没有牙），比心不如直接抱你）。音效：嘟～爱你。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-给你比心.mp4,给你比心,人类世界,不限,不限,开心,爱你/喜欢你/么么哒/比心,爱你 喜欢你 么么哒 比心 爱,秃秃手太短比不成心，直接扑过来贴着镜头抱你,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在中央面对镜头。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃站在镜头前——两只小短手在身前比划。它试着把两只手合成一个心形——但手太短了合不上（好奇努力比心→紧张手太短合不上的困难）。音效：小手碰声。

3-7s（中景｜固定）：秃秃换个方式——用一只手比了半个心。等了一秒——另一只手凑过来补上另一半——duang碰到一起了！一个歪歪扭扭的心形（换方式→一只手半个心→另一只补上→歪心）。音效：手碰duang声。

7-10s（中景｜固定）：秃秃举着这个歪心对着镜头——很得意。但它撑不住了手在抖——心形越来越歪。它使劲撑着不让心散开（举心给你看→手抖撑不住→使劲撑的认真）。音效：手抖声。

10-13s（中景｜固定）：手终于撑不住——心形散了。秃秃不管了——直接张开两只小短手朝镜头扑过来，整个人贴到镜头上——比心不如直接给你一个拥抱。画面定格在它贴着镜头的圆脸（笑着（没有牙），扑过来抱的温暖）。音效：扑过来噗声，嘟～爱你。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-给你系了一根草当手链.mp4,给你系了一根草当手链,人类世界,不限,不限,认真→骄傲,手链/配对/我们一样/送你,手链 送你 配对 我们一样,秃秃绕你手指缠草绳手链，自己也戴一个,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，一根细细的小草绳。秃秃站在一根人的手指旁边。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃抱着一根小草绳——绳子比它身体还长拖在地上。它拖着绳子走到人的手指旁边，认真比划了一下手指的粗细（认真抱着绳子→比划的专注）。音效：拖绳声，比划声。

3-7s（中景｜固定）：秃秃开始绕着手指缠草绳——绕一圈——手太短够不到另一边。它绕到手指背后继续绕——又回到正面。绕了三圈终于绕好了（绕绳子的费力→够不到的困难→终于绕好的成就感）。音效：绕绳沙声，小脚步绕手指声。

7-10s（中景｜固定）：秃秃打结——小短手打结很费劲拉了好几次。终于打好了一个歪歪扭扭的结。它退后看了看——草绳手链虽然歪但绕在手指上像一个小戒指。它满意点头（打结费劲→看成品→满意点头）。音效：打结拉声，退后声。

10-13s（中景｜固定）：秃秃拍了拍手——任务完成。然后它也拿了一小截草绳绕在自己的小短手上——跟你一样的。它举起自己的小短手对着镜头——我们是一样的了。画面定格（笑着（没有牙），配对的开心骄傲）。音效：拍手声，绕自己手上声，举手声，嘟嘟♪开心。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-给你递纸巾.mp4,给你递纸巾,人类世界,不限,不限,着急→温柔,哭了/想哭/伤心/难过,哭了 想哭 伤心 难过 纸巾 擦泪,秃秃拖着比它大很多的纸巾费力推到你面前,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，一张纸巾比秃秃大好几倍。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃看向镜头——发现你在哭。它赶紧转身跑去找纸巾——小短腿跑得飞快（发现你哭→紧张着急去找纸巾）。音效：转身声，小跑哒哒声。

3-7s（中景｜固定）：秃秃拖着一张比它大很多倍的纸巾往回走——纸巾在地上拖着像一条白色长裙。走到一半纸巾卡住了它使劲拽（拖纸巾费力→卡住使劲拽）。音效：拖纸巾沙声，使劲拽声。

7-10s（中景｜固定）：秃秃终于把纸巾拖到镜头前面——使劲把纸巾往镜头方向推。纸巾太大它推不太动，整个人趴上去用身体推（推纸巾到你面前→趴上去用身体推的拼命）。音效：推声，趴上去噗声。

10-13s（中景｜固定）：纸巾推到位了。秃秃从纸巾上站起来——拍了拍自己身上的纸屑。看向镜头轻轻歪头——意思是""擦擦吧别哭了""。画面定格（温柔歪头）。音效：拍身上声，安静。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-考完了开心转圈.mp4,考完了开心转圈,人类世界,不限,不限,开心,考完了/终于结束了/解放了/交卷了,考完了 终于结束 解放了 交卷 考试结束,秃秃推开文具奔跑转圈甩帽子，躺下比V,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上散着几支铅笔和一块橡皮。秃秃站在中间。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃把旁边的铅笔和橡皮使劲推开——不要了！推得东西滚到桌面各处。帽子上扬表情解放了（兴奋推开文具→解放的爽快）。音效：推铅笔咚声，橡皮滚声。

3-7s（中景｜固定）：秃秃开始在空出来的桌面上奔跑——绕着圈跑。越跑越快小短腿模糊了。边跑边把帽子甩了——光头跑了两圈（奔跑转圈→甩帽子→光头跑的彻底放飞）。音效：跑步哒哒声，帽子甩飞声，嘟嘟♪开心喊。

7-10s（中景｜固定）：秃秃跑累了——一屁股坐在桌面上。光着头大口喘气。它看了看甩出去的帽子——慢慢爬过去捡回来戴上（开心跑累坐下→满足喘气→捡帽子）。音效：坐下噗声，喘气声，爬声。

10-13s（中景｜固定）：秃秃戴好帽子对着镜头——举起两只小短手做了个""V""。然后整个人往后倒——仰面躺下来，看着天花板笑了（没有牙）。画面定格（笑着躺下→解放的幸福）。音效：比V声，倒下噗声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-说谢谢你.mp4,说谢谢你,人类世界,不限,不限,认真→温暖,谢谢/感恩/辛苦了/谢谢你,谢谢 感恩 辛苦了 谢谢你 感谢,秃秃正式鞠躬两次，碰了碰镜头，比了个心,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃站在镜头前方。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃面对镜头站得笔直——整理了一下帽子让它端正。然后挺胸抬头，很正式的样子（整理帽子→站好准备的认真）。音效：整理帽子声。

3-7s（中景｜固定）：秃秃深深鞠了一个躬——弯了90度，帽子差点掉了赶紧按住。直起腰又鞠了一个躬——这次更深了（鞠躬→再鞠躬→很认真很真诚）。音效：鞠躬声，按帽子声。

7-10s（中景｜固定）：秃秃直起身看着镜头——眼睛亮亮的。它走到最近处，伸出两只小短手碰了碰镜头——像在碰你的手。碰了两下又缩回来（碰镜头→满足缩回来的害羞温暖）。音效：碰镜头极轻叮声。

10-13s（中景｜固定）：秃秃后退一步，把两只小短手放在胸口——拍了两下。然后对着镜头比了个心。画面定格（笑着（没有牙），发自内心的感谢）。音效：拍胸口声，嘟～极轻温暖。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-陪你发呆.mp4,陪你发呆,人类世界,不限,不限,安静→陪伴,无聊/发呆/没事做/好闲,无聊 发呆 没事做 好闲 陪我,秃秃安静坐着陪你，偶尔看你一眼，身体微微靠近你,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃坐在一个橡皮旁边靠着。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃靠着橡皮坐着，两只小短腿伸直，看着前方发呆。帽子微微歪着。什么都不做就是坐着（安静坐着发呆）。音效：安静。

3-7s（中景｜固定）：秃秃偏了偏头——换个方向继续发呆。一只小短手无意识地拨弄旁边一颗小纸团——拨了两下不拨了。继续看前方（换方向发呆→无意识拨纸团→继续发呆）。音效：拨纸团极轻声。

7-10s（中景｜固定）：秃秃深吸一口气慢慢吐出来——不是叹气是舒服的呼吸。身体随着呼吸微微起伏。它看了一眼镜头又看回前方（深呼吸→看你一眼→继续安静）。音效：呼吸声极轻。

10-13s（中景｜固定）：秃秃就这么安静坐着——但它的身体微微往镜头方向靠了靠——像在说""虽然没说话但我在陪你""。画面定格（安静陪伴）。音效：安静。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-陪你摸鱼.mp4,陪你摸鱼,人类世界,不限,不限,鬼祟→得意,摸鱼/偷懒/不想工作/划水,摸鱼 偷懒 不想工作 划水 上班好烦,秃秃躲笔筒后面偷摸鱼吃零食对你比嘘,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上键盘旁边，秃秃躲在笔筒后面。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃躲在笔筒后面——探出头偷偷看了一眼镜头。确认没人盯着后，蹑手蹑脚从笔筒后面溜出来（偷看→确认安全→溜出来的鬼祟）。音效：探头声，蹑手蹑脚声。

3-7s（中景｜固定）：秃秃溜到键盘旁边——假装在工作的样子，用小短手按了两下键盘。然后偷偷停下来——靠着键盘坐下开始发呆（假装工作→偷偷停下→摸鱼发呆）。音效：按键盘声两下，坐下声。

7-10s（中景｜固定）：秃秃摸鱼摸得舒服了——从口袋里掏出之前藏的一颗小零食开始偷偷啃。边啃边偷看镜头——怕被发现（偷吃零食→偷看怕被发现的心虚）。音效：掏零食声，啃声极轻。

10-13s（中景｜固定）：秃秃对着镜头比了个""嘘""的手势——帮我保密。然后继续靠着键盘悠闲发呆。画面定格（笑着（没有牙），跟你一起摸鱼的默契）。音效：安静。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
情绪互动-雨停了来看彩虹.mp4,雨停了来看彩虹,人类世界,不限,雨后,惊喜→开心,雨停了/出太阳了/好天气/天晴了,雨停了 出太阳了 天晴了 好天气 彩虹,秃秃发现彩虹兴奋指给你看，拉着你一起看,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：窗台上，窗外雨后天晴。窗玻璃上还有雨滴。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃趴在窗台上——看到窗外雨停了出太阳了。它站起来贴着窗玻璃往外看——透过雨滴看外面亮了（趴着→看到放晴站起来→贴窗看）。音效：站起来声，贴窗声。

3-7s（中景｜固定）：秃秃看到窗外有彩虹——整个人眼睛亮了！它用小短手在窗玻璃上沿着彩虹的弧度描了一下——描了半个弧线手够不到了踮脚（发现彩虹眼睛亮→描彩虹弧度→够不到踮脚）。音效：描玻璃吱声，踮脚声。

7-10s（中景｜固定）：秃秃转过身面对镜头——使劲指着窗外让你看。它一边指一边蹦——怕你没看到（转身指给你看→蹦着让你注意的着急分享）。音效：指声，蹦声。

10-13s（中景｜固定）：秃秃坐在窗台上看着窗外的彩虹——它把一只小短手搭在镜头方向——像在拉着你一起看。画面定格（笑着（没有牙），和你一起看彩虹的温暖）。音效：安静，远处鸟叫。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
没牙v2_给你唱首歌.mp4,给你唱首歌,人类世界,不限,不限,开心→期待,唱歌/听歌/来一首,唱歌 听歌 来一首 唱个歌,秃秃拿石子当话筒唱嘟嘟歌，最后递给你,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上秃秃站在中央，旁边有一颗小石子当话筒。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃捡起小石子举到嘴巴前面当话筒。清了清嗓子——身体挺直很正式的样子。看向镜头点了点头——表演开始（认真准备的严肃）。音效：捡石子声，清嗓极轻声。

3-7s（中景｜固定）：秃秃开始唱——只会发出嘟嘟声。它一边唱一边左右摇摆，很有节奏感。唱到高音的时候踮脚仰头，唱到低音的时候蹲下来。石子话筒举得很认真（笑着，投入唱歌的快乐）。音效：嘟嘟♪嘟嘟嘟♪有旋律有节奏，身体摇摆声。

7-10s（中景｜固定）：唱到激动处——秃秃开始加动作，一只手举话筒一只手指向镜头。然后转了一个圈——帽子差点飞了赶紧按住——继续唱没停（笑着，投入→帽子飞慌了一下→继续唱的敬业）。音效：嘟嘟♪继续，转圈声，按帽子声。

10-13s（中景｜固定）：秃秃唱完最后一个长音拖了很长。它弯腰鞠躬，然后把石子话筒双手递向镜头——该你唱了。画面定格（笑着，邀请互动的期待）。音效：嘟～～长音，鞠躬声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
没牙版_偷偷给你画了一幅画.mp4,偷偷给你画了一幅画,人类世界,不限,不限,认真→期待,画画/送你的/给你看,画画 送你 给你看 画了个东西,秃秃用蜡笔画了你和它，举到镜头前鞠躬,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃面前有一片白纸和几根蜡笔，蜡笔比它胳膊粗。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃抱着一根红色蜡笔在纸上使劲画——蜡笔太重了它整个身体跟着蜡笔歪。画了一个歪歪的圆形。它停下来看了看——不太满意摇摇头（好奇认真画→看成品不满足摇头）。音效：蜡笔在纸上沙沙声，摇头声。

3-7s（中景｜固定）：秃秃换了根蓝色蜡笔继续画。画着画着越来越认真，趴在纸上脸贴着纸画细节。画完了退后看——纸上画了一个大大的笑脸和一个小小的蘑菇在旁边（认真趴着画→退后审视→点头满意）。音效：蜡笔声，趴下声。

7-10s（中景｜固定）：秃秃小心翼翼把画举起来——画比它大好几倍，它抱着摇摇晃晃走向镜头。走到镜头前把画面对镜头展示——画上那个笑脸就是""你""，旁边的蘑菇是""它""（笑着（没有牙），费力举画→走向镜头展示的期待）。音效：举画声，走路摇晃声。

10-13s（中景｜固定）：秃秃举着画等着你的反应——歪头看镜头。然后它把画轻轻放在镜头前面——用小短手把画的边角压平整。退后一步对着镜头鞠了个躬（笑着（没有牙），等反应的小心翼翼→鞠躬的认真）。画面定格。音效：放画声，压平声，鞠躬声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
没牙版_把你的戒指当呼啦圈.mp4,把你的戒指当呼啦圈,人类世界,不限,不限,好奇→开心,,戒指 呼啦圈 转 扭腰 好玩,秃秃把戒指当呼啦圈扭腰转，掉下来提回去继续转,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上一枚戒指平放着，圆环比秃秃腰围大一圈。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃蹲在戒指旁边打量——闪闪发亮的。它把戒指立起来——从戒指圆环中间看过去看镜头（好奇打量→透过戒指看镜头的好玩）。音效：戒指竖起叮声。

3-7s（中景｜固定）：秃秃钻进戒指圆环里——戒指卡在腰上刚好。它开始扭腰——让戒指在腰间转起来！像呼啦圈一样！秃秃扭得很用力身体duang duang晃，戒指在腰间闪闪转（笑着（没有牙），钻进去→扭腰转的开心使劲）。音效：戒指转声叮叮，扭腰声，duang声。

7-10s（中景｜固定）：转着转着戒指往下滑了——滑到脚踝——秃秃被绊了一下差点摔倒。它赶紧弯腰把戒指提回腰上继续转（戒指滑下来→差点摔→提回来继续的倔强）。音效：滑下声，差点摔声，提回去声。

10-13s（中景｜固定）：秃秃转累了停下来——戒指在腰间慢慢停住。它从戒指里钻出来把戒指放好，拍了拍手看向镜头——得意地对你歪头——你的戒指被我玩了。画面定格（笑着（没有牙），得意炫耀的搞笑）。音效：停下来声，钻出来声，放好叮声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
没牙版_第一次见到你.mp4,第一次见到你,人类世界,不限,不限,好奇→害羞→开心,你好/初次见面/认识一下,你好 初次见面 认识一下 嗨,秃秃从画面边缘探头看你，慢慢走出来害羞挥手,"图片1是小蘑菇角色形象参考。微缩场景，小蘑菇只有4cm高，构图中近景，角色不要太大不要超过画面三分之一。场景：明亮的桌面上，画面中央空旷。蘑菇角色从画面边缘慢慢走进来。微距浅景深。角色没有手指和牙齿。

0-3s：蘑菇角色从画面右边缘慢慢探出帽子——先露出帽顶——再多一点——露出两只眼睛——看向镜头。它停了两秒——像在观察这个从没见过的存在（用户）。角色没有手指和牙齿。音效：安静，慢慢探出极轻声，看镜头安静一拍，""嘟？""极轻好奇。

3-7s：蘑菇角色慢慢从画面边缘走出来——完整出现了。它站在画面中央，仰头看镜头（看用户）。歪头——左——右——好奇地打量。然后它做了一个很小很慢的挥手动作——小短手慢慢抬起来——慢慢左右挥了一下——像第一次跟人打招呼不确定对方会不会回应。角色没有手指和牙齿。音效：走出来碎步声慢，仰头看歪头""嘟？嘟？""，慢慢挥手""嘟……嘟""试探。

7-10s：蘑菇角色挥了手——等了一秒——好像得到了回应（它觉得得到了）。它的眼睛突然亮了——嘴角翘起来——又挥了一次手这次快了很多。然后它鞠了一个很认真的大躬——弯腰的时候帽子碰到了地面。角色没有手指和牙齿。音效：等一秒安静，眼睛亮""嘟！！""开心，挥手更快""嘟嘟♪！""，鞠躬帽子碰地叮声。

10-13s：蘑菇角色直起来——脸上是最纯的开心表情。它用小短手指了指自己——""嘟！""意思是""我是秃秃""。然后指了指镜头——""嘟嘟！""意思是""你是谁呀""。最后它两只手合在一起——对着镜头微微低头——像在说""认识你很开心""。画面定格在这个小小的致意。音效：指自己""嘟！""，指镜头""嘟嘟！""，双手合""嘟～""极轻极真诚。只要音效，不要背景音乐，不要字幕。注意：小蘑菇没有牙齿、没有舌头、没有眉毛。"
没牙版_给你唱首歌.mp4,给你唱首歌,人类世界,不限,不限,开心→期待,唱歌/听歌/来一首,唱歌 听歌 来一首 唱个歌,秃秃拿石子当话筒唱嘟嘟歌，最后递给你,"图片1：秃秃参考图。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上秃秃站在中央，旁边有一颗小石子当话筒。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃捡起小石子举到嘴巴前面当话筒。清了清嗓子——身体挺直很正式的样子。看向镜头点了点头——表演开始（认真准备的严肃）。音效：捡石子声，清嗓极轻声。

3-7s（中景｜固定）：秃秃开始唱——只会发出嘟嘟声。它一边唱一边左右摇摆，很有节奏感。唱到高音的时候踮脚仰头，唱到低音的时候蹲下来。石子话筒举得很认真（笑着，投入唱歌的快乐）。音效：嘟嘟♪嘟嘟嘟♪有旋律有节奏，身体摇摆声。

7-10s（中景｜固定）：唱到激动处——秃秃开始加动作，一只手举话筒一只手指向镜头。然后转了一个圈——帽子差点飞了赶紧按住——继续唱没停（笑着，投入→帽子飞慌了一下→继续唱的敬业）。音效：嘟嘟♪继续，转圈声，按帽子声。

10-13s（中景｜固定）：秃秃唱完最后一个长音拖了很长。它弯腰鞠躬，然后把石子话筒双手递向镜头——该你唱了。画面定格（笑着，邀请互动的期待）。音效：嘟～～长音，鞠躬声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
没牙版_躺平不想动.mp4,躺平不想动,人类世界,不限,不限,彻底放弃→满足,不想动/emo/有点丧/好累/躺平,不想动 emo 丧 好累 躺平 不想上班,秃秃四肢摊开躺着不想动，举手比个心又放下,"图片1：秃秃角色参考图。图片2：秃秃张嘴时的参考图，张嘴的嘴部细节参考图2中的嘴。4厘米微缩蘑菇角色（秃秃），没有牙齿，没有尾巴。红色波点蘑菇帽，奶白色圆润身体，圆润小短手像连指手套无分节。张嘴时没有牙齿。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4。

场景：桌面上，秃秃仰面躺着四肢摊开。低饱和度，浅景深，暖色调，温馨氛围。初始帧中小蘑菇占比画面六分之一，全程不要超过1/4，竖屏9:16。

0-3s（中景｜固定）：秃秃仰面躺在桌面上，四肢完全摊开，帽子歪了也不管。一动不动地看着天花板（躺平放空）。音效：安静。

3-7s（中景｜固定）：它试着抬一下手——抬了一厘米就放弃了啪掉回去。又试着翻个身——翻了一半又翻回来。完全不想动（试着动→放弃→彻底躺平）。音效：手落回桌面啪声，翻身声。

7-10s（中景｜固定）：秃秃侧头看了一眼镜头——表情就是""今天什么都不想干""。它闭上眼叹了口气（没有牙），帽子随着叹气微微动了一下（看镜头→叹气）。音效：叹气声极轻。

10-13s（中景｜固定）：秃秃还是躺着，但嘴角慢慢上扬了——躺着也挺好的。它举起一只小短手对着镜头比了个心，然后手又啪掉回去。画面定格（笑着（没有牙），躺平也开心）。音效：比心声，手落回啪声。

重要：手部为圆润连指形态无分节，不说人话，偶尔可发出嘟嘟形声词。只要音效，不要背景音乐，不要字幕。"
